상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(자연사),서울-동작-2020-00079,고양이,한국 고양이,검회색.흰색,수컷,아니오,온순,2020-05-02
종료(반환),서울-구로-2020-00054,개,시바,갈/검,수컷,예,양귀쫑긋. 코검정. 겁있음. 소심함. 사람따름.,2020-05-02
종료(기증),서울-구로-2020-00053,개,믹스견,갈/검,수컷,아니오,양귀처짐. 코검정. 활발함. 사람따름.,2020-05-02
종료(자연사),서울-강서-2020-00079,개,믹스견,흰,암컷,미상,양귀쫑긋. 양눈혼탁. 구강출혈. 정확한 나이추정불가. 배검정/배빵빵함. 사고의심. 호흡미약/기력없음.,2020-05-02
종료(반환),서울-노원-2020-00061,개,시츄,갈/검/흰,암컷,미상,코검정. 사람따름. 꼬리단미안됨. 털상태 양호.,2020-05-02
종료(반환),서울-광진-2020-00046,개,비글,갈/검/흰,수컷,예,청색리드줄/검정목걸이/짖음방지기착용.케이지물어뜯음.양귀외이염.,2020-05-02
종료(반환),서울-용산-2020-00070,개,풍산견,백색,수컷,아니오,"온순하고 나이들어 보임, 가출로 보여짐",2020-05-02
종료(안락사),서울-종로-2020-00044,개,믹스견,검/흰,암컷,미상,양귀쫑긋. 코검정. 겁많음. 소심함. 짖음. 경계.,2020-05-02
종료(입양),서울-종로-2020-00043,개,스피츠,흰,암컷,미상,눈곱조금. 코분홍. 꼬리분홍색으로 염색됨. 겁있음. 소심함. 사람따름.,2020-05-02
종료(안락사),경북-울진-2020-00216,개,믹스견,회백색혼합,암컷,아니오,"회백색 믹스견, 1세령추정,",2020-05-02
종료(입양),경북-울진-2020-00215,개,믹스견,연흑색,암컷,아니오,"연흑색 믹스견, 생후 1세령 추정",2020-05-02
종료(입양),경북-포항-2020-00390,개,믹스견,아이보리,수컷,아니오,"온순함,임보입양감",2020-05-02
종료(입양),경북-포항-2020-00389,개,믹스견,백,수컷,아니오,"온순함,임보입양감",2020-05-02
종료(입양),경북-포항-2020-00388,개,믹스견,아이보리,수컷,아니오,"임보입양감,온순함",2020-05-02
종료(자연사),경북-포항-2020-00387,개,믹스견,황흑백,암컷,아니오,"애교가뒤집어짐,눈이아주예쁨,사람을잘따르고성격이좋음",2020-05-02
종료(입양),전북-정읍-2020-00224,고양이,페르시안-페르시안 친칠라,검 황 흰,암컷,아니오,온순,2020-05-02
종료(안락사),전북-정읍-2020-00223,개,믹스,흰,수컷,아니오,온순,2020-05-02
종료(입양),전북-군산-2020-00622,개,믹스견,화이트/갈색,암컷,아니오,공원에서 일주일정도 돌아다님,2020-05-02
종료(자연사),전북-전주-2020-00579,고양이,한국 고양이,검정회색,수컷,아니오,종이박스안에 있었음,2020-05-02
종료(자연사),전북-전주-2020-00578,고양이,한국 고양이,검정,암컷,아니오,종이박스안에 있었음,2020-05-02
종료(자연사),전북-전주-2020-00577,고양이,한국 고양이,검정회색,수컷,아니오,종이박스안에 있었음,2020-05-02
종료(입양),충남-당진-2020-00302,개,믹스견,검정,수컷,아니오,입양대기중,2020-05-02
종료(자연사),충남-당진-2020-00301,개,믹스견,검정,수컷,아니오,온순함,2020-05-02
종료(자연사),충남-당진-2020-00300,개,믹스견,흰/갈,암컷,아니오,온순함,2020-05-02
종료(자연사),충남-당진-2020-00299,개,믹스견,갈색,암컷,아니오,온순함,2020-05-02
종료(자연사),충남-당진-2020-00298,개,믹스견,갈색,암컷,아니오,온순함,2020-05-02
종료(자연사),충남-당진-2020-00297,개,믹스견,검정,암컷,아니오,온순함,2020-05-02
종료(안락사),충남-당진-2020-00296,개,믹스견,흰/갈,암컷,아니오,온순함,2020-05-02
종료(자연사),전북-전주-2020-00579,고양이,한국 고양이,검정회색,수컷,아니오,종이박스안에 있었음,2020-05-02
종료(자연사),전북-전주-2020-00578,고양이,한국 고양이,검정,암컷,아니오,종이박스안에 있었음,2020-05-02
종료(자연사),전북-전주-2020-00577,고양이,한국 고양이,검정회색,수컷,아니오,종이박스안에 있었음,2020-05-02
종료(입양),충남-당진-2020-00302,개,믹스견,검정,수컷,아니오,입양대기중,2020-05-02
종료(자연사),충남-당진-2020-00301,개,믹스견,검정,수컷,아니오,온순함,2020-05-02
종료(자연사),충남-당진-2020-00300,개,믹스견,흰/갈,암컷,아니오,온순함,2020-05-02
종료(자연사),충남-당진-2020-00299,개,믹스견,갈색,암컷,아니오,온순함,2020-05-02
종료(자연사),충남-당진-2020-00298,개,믹스견,갈색,암컷,아니오,온순함,2020-05-02
종료(자연사),충남-당진-2020-00297,개,믹스견,검정,암컷,아니오,온순함,2020-05-02
종료(안락사),충남-당진-2020-00296,개,믹스견,흰/갈,암컷,아니오,온순함,2020-05-02
종료(안락사),충남-당진-2020-00295,개,믹스견,갈색,암컷,아니오,피부병,2020-05-02
종료(안락사),충남-당진-2020-00294,개,믹스견,갈색,수컷,아니오,경계심함,2020-05-02
종료(자연사),충남-서산-2020-00282,고양이,한국 고양이,"흰색,검정,회색",미상,아니오,"탈수됨, 2주정도 됨",2020-05-02
종료(안락사),충남-아산-2020-00386,개,믹스견,갈&검정색,수컷,아니오,720호(관리) 386호(공고) 한달추정 착함(새끼5두 포획),2020-05-02
종료(안락사),충남-아산-2020-00385,개,믹스견,갈&검정색,암컷,아니오,719호(관리) 385호(공고) 한달추정 착함(새끼5두 포획),2020-05-02
종료(안락사),충남-아산-2020-00384,개,믹스견,갈&검정색,암컷,아니오,718호(관리) 384호(공고) 한달추정 착함(새끼5두 포획),2020-05-02
종료(입양),충남-아산-2020-00383,개,믹스견,갈&검정색,암컷,아니오,717호(관리) 383호(공고) 한달추정 착함(새끼5두 포획),2020-05-02
종료(안락사),충남-아산-2020-00382,개,믹스견,갈&검정색,암컷,아니오,716호(관리) 382호(공고) 한달추정 착함(새끼5두 포획),2020-05-02
종료(입양),충남-아산-2020-00381,기타축종,기니피그,흰&갈색,수컷,아니오,715호(관리) 381호(공고) 기니피그 6개월추정,2020-05-02
종료(입양),충북-청주-2020-00625,개,푸들,검정색,암컷,미상,순하고 털상태가 깨끗한 편인 블랙푸들 아이예요.,2020-05-02
종료(입양),충북-청주-2020-00624,개,말티즈,흰색,수컷,아니오,"혼자 돌아다닌지 오래돼 보이고, 털이 심하게 엉켜있었어요.",2020-05-02
종료(입양),충북-청주-2020-00623,개,믹스견,흰색,암컷,아니오,녹색목줄을 착용한 1살 미만 쫄보 순딩이!,2020-05-02
종료(자연사),충북-청주-2020-00622,고양이,한국 고양이,흰색무늬,미상,아니오,아직 수유가 필요한 아이입니다. 3마리 함께 입소,2020-05-02
종료(입양),충북-청주-2020-00621,고양이,한국 고양이,고등어,미상,아니오,아직 수유가 필요한 아이입니다. 3마리 함께 입소,2020-05-02
종료(자연사),충북-청주-2020-00620,고양이,한국 고양이,고등어,미상,아니오,아직 수유가 필요한 아이입니다. 3마리 함께 입소,2020-05-02
종료(반환),충북-충주-2020-00179,개,믹스견,흰색,수컷,아니오,"순하고 사람좋아함 초록목줄착용, 사상충음성",2020-05-02
종료(입양),경기-광주-2020-00285,고양이,한국 고양이,고등어색,수컷,아니오,"5-12, 40일령, 엄마 잃은 삼남매, 돌봄 받으면 너무 예쁠 아이들이에요",2020-05-02
종료(입양),경기-광주-2020-00284,고양이,한국 고양이,삼색,암컷,아니오,"5-11, 40일령, 엄마 잃은 삼남매, 돌봄 받으면 너무 예쁠 아이들이에요",2020-05-02
종료(입양),경기-광주-2020-00283,고양이,한국 고양이,삼색,암컷,아니오,"5-10, 40일령, 엄마 잃은 삼남매, 돌봄 받으면 너무 예쁠 아이들이에요",2020-05-02
종료(입양),경기-광주-2020-00282,개,믹스견,갈색,암컷,아니오,"5-9, 칩없음, 겁많은 아이",2020-05-02
종료(입양),경기-광주-2020-00281,개,믹스견,흰색,수컷,아니오,"5-8, 칩없음, 겁이 많음",2020-05-02
종료(입양),경기-광주-2020-00280,개,믹스견,흰색,수컷,아니오,"5-7, 칩없음, 몸집이 작고 순함",2020-05-02
종료(기증),경기-광주-2020-00279,고양이,한국 고양이,고등어색,수컷,아니오,"5-6, 3일령, 젖병수유필요, 남매가 함께 가게 앞에 버려짐, 저체온",2020-05-02
종료(입양),경기-광주-2020-00278,고양이,한국 고양이,삼색,암컷,아니오,"5-5, 3일령, 젖병수유필요, 남매가 함께 가게 앞에 버려짐, 저체온",2020-05-02
종료(자연사),경기-군포-2020-00139,고양이,한국 고양이,갈/검정색,암컷,예,교통사고,2020-05-02
종료(반환),경기-군포-2020-00138,개,믹스견,갈색,수컷,아니오,"소방서 인계, 코카스파니엘 믹스",2020-05-02
종료(반환),경기-군포-2020-00137,개,믹스견,연갈색,수컷,아니오,-,2020-05-02
종료(자연사),경기-안산-2020-00457,고양이,한국 고양이,고등어줄무늬,수컷,아니오,"노란눈꼽,콧물. 4주 추정",2020-05-02
종료(입양),경기-안산-2020-00456,고양이,한국 고양이,고등어줄무늬,암컷,아니오,"노란눈꼽,콧물. 4주 추정",2020-05-02
종료(자연사),경기-안산-2020-00455,고양이,한국 고양이,고등어줄무늬,수컷,아니오,"노란눈꼽,콧물. 4주 추정",2020-05-02
종료(안락사),경기-안산-2020-00451,개,말티즈,백,수컷,예,"양측시력없음,백내장,눈물자국심함",2020-05-02
종료(입양),경기-안산-2020-00450,개,시츄,갈백,암컷,미상,"배꼽탈장,양측백내장",2020-05-02
종료(반환),경기-안산-2020-00449,개,시츄,갈백,수컷,아니오,피부병. 백내장.,2020-05-02
종료(반환),경기-안산-2020-00448,개,시츄,갈백,수컷,아니오,없음.,2020-05-02
종료(반환),경기-안산-2020-00447,개,시츄,갈백,암컷,미상,탈장심함. 피부병.,2020-05-02
종료(반환),경기-안산-2020-00446,개,시츄,갈백,수컷,아니오,치석많음.,2020-05-02
종료(반환),경기-안산-2020-00445,개,시츄,갈백,암컷,미상,없음.,2020-05-02
종료(반환),경기-안산-2020-00444,개,시츄,갈백,암컷,미상,"배꼽탈장,피부병",2020-05-02
종료(반환),경기-안산-2020-00443,개,시츄,갈백,암컷,미상,"백내장,남색티,치석심함",2020-05-02
종료(입양),경기-평택-2020-00847,고양이,한국 고양이,치즈색,미상,아니오,탈수,2020-05-02
종료(입양),경기-평택-2020-00846,개,잭 러셀 테리어,기타,수컷,아니오,순함,2020-05-02
종료(반환),경기-평택-2020-00845,개,보스턴 테리어,기타,수컷,예,중성화되있음,2020-05-02
종료(자연사),경기-평택-2020-00844,고양이,한국 고양이,기타,암컷,아니오,"탈수, 기립불능",2020-05-02
종료(입양),경기-부천-2020-00299,고양이,한국 고양이,흰갈,수컷,미상,10일령.(2020-00298함께발견) 임보처(수유처) 급구. 수유가능시 바로입양가능.,2020-05-02
종료(입양),경기-부천-2020-00298,고양이,한국 고양이,검정,수컷,아니오,10일령. 임보처(수유처) 급구. 수유가능시 바로입양가능.,2020-05-02
종료(입양),경기-성남-2020-00265,개,믹스견,백색,암컷,아니오,3개월추정.,2020-05-02
종료(안락사),경기-성남-2020-00264,고양이,한국 고양이,백갈색,수컷,아니오,코마로 상태 매우 나쁨.,2020-05-02
종료(자연사),울산-울주-2020-00349,개,믹스견,검정,미상,미상,경계심이심해상세정보추후기재/물려고함,2020-05-02
종료(자연사),울산-동구-2020-00093,개,믹스견,검정,암컷,아니오,순함,2020-05-02
종료(자연사),울산-동구-2020-00091,개,말티즈,흰색,수컷,아니오,민원인직접데리고옴/민원인이직접미용/종양의심,2020-05-02
종료(자연사),광주-광산-2020-00274,고양이,한국 고양이,"고,흰",수컷,미상,20-7147,2020-05-02
종료(자연사),광주-북구-2020-00280,고양이,한국 고양이,"고,흰",수컷,미상,20-6061 다리부상,2020-05-02
종료(입양),광주-북구-2020-00279,개,믹스견,"흰,갈",수컷,미상,20-0593 두레,2020-05-02
종료(반환),광주-북구-2020-00278,개,시츄,"갈,흰",암컷,미상,20-0591 왕점,2020-05-02
종료(자연사),광주-북구-2020-00277,개,믹스견,"검,갈",수컷,미상,20-0589 보송,2020-05-02
종료(입양),광주-북구-2020-00276,고양이,한국 고양이,카오스,암컷,미상,20-7145,2020-05-02
종료(반환),광주-북구-2020-00275,개,시츄,"갈,흰",암컷,미상,20-0588 뚱시,2020-05-02
종료(자연사),광주-북구-2020-00274,개,믹스견,"갈,검",암컷,미상,20-0587 까망,2020-05-02
종료(입양),광주-남구-2020-00098,고양이,믹스,"갈,흰",수컷,아니오,"20-4058, 우측안구손실",2020-05-02
종료(자연사),광주-남구-2020-00097,고양이,한국 고양이,"고,흰",수컷,미상,20-7146,2020-05-02
종료(안락사),광주-남구-2020-00096,고양이,한국 고양이,"고,흰",수컷,미상,"20-6060, 다리부상",2020-05-02
종료(자연사),광주-남구-2020-00095,고양이,한국 고양이,"갈,흰",암컷,미상,20-7144,2020-05-02
종료(반환),광주-서구-2020-00150,개,스피츠,흰,수컷,미상,20-0592 뭉치,2020-05-02
종료(안락사),광주-서구-2020-00149,개,믹스견,"갈,흰",암컷,미상,"20-0590 다나, 목줄착용",2020-05-02
종료(자연사),대구-수성-2020-00195,고양이,한국 고양이,고등어태비,암컷,아니오,-,2020-05-02
종료(자연사),대구-수성-2020-00194,고양이,한국 고양이,삼색,암컷,아니오,-,2020-05-02
종료(입양),대구-수성-2020-00193,고양이,한국 고양이,삼색,암컷,미상,"귀여움, 이유식 잘먹음",2020-05-02
종료(자연사),대구-수성-2020-00192,고양이,한국 고양이,치즈태비,수컷,아니오,한쪽 눈 안좋아서 치료,2020-05-02
종료(입양),대구-수성-2020-00191,고양이,한국 고양이,삼색,암컷,아니오,"귀여움,순둥순둥함",2020-05-02
종료(입양),대구-서구-2020-00154,고양이,한국 고양이,치즈태비,미상,아니오,"1개월령, 오물 묻어 있음",2020-05-02
종료(입양),대구-서구-2020-00153,고양이,한국 고양이,치즈태비,미상,아니오,"1개월령, 오물묻어 있음",2020-05-02
종료(입양),대구-서구-2020-00152,고양이,한국 고양이,치즈태비,미상,아니오,"1개월령, 오물 묻어 있음",2020-05-02
종료(입양),대구-서구-2020-00151,고양이,한국 고양이,삼색이,암컷,아니오,.,2020-05-02
종료(입양),대구-서구-2020-00150,고양이,한국 고양이,흰색에 갈색 무늬,암컷,아니오,.,2020-05-02
종료(자연사),대구-서구-2020-00149,고양이,한국 고양이,검정&흰색,암컷,아니오,1개월령. 돼지꼬리,2020-05-02
종료(안락사),대구-중구-2020-00076,개,믹스견,흰색,수컷,아니오,없음,2020-05-02
종료(반환),대구-중구-2020-00075,개,아프간 하운드,검갈색,수컷,아니오,빨강색 목줄 착용,2020-05-02
종료(입양),서울-관악-2020-00212,개,말티즈,흰색,암컷,아니오,"오른쪽귀뒤염증,유치,순함,칩없음",2020-05-02
종료(입양),서울-양천-2020-00095,고양이,한국 고양이,흰/고등어테비,암컷,아니오,이갈이하지않은어린고양이로온순하고잘따르는귀여운고양이입니다.,2020-05-02
종료(입양),서울-양천-2020-00094,고양이,한국 고양이,흰/갈,수컷,아니오,이갈이하지않은어린고양이로온순하고잘따르는귀여운고양이입니다.,2020-05-02
보호중,부산-강서-2020-00224,개,믹스견,흰+갈+검,암컷,아니오,겁이많음,2020-05-01
보호중,부산-강서-2020-00223,개,믹스견,갈+흰,수컷,아니오,순함,2020-05-01
