상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(안락사),경남-고성-2020-00217,개,믹스견,경남 고성군 삼산면 공룡로 2137,암컷,아니오,없음,2020-05-08
종료(안락사),경남-고성-2020-00216,개,믹스견,갈색점박이색,수컷,아니오,점박이,2020-05-08
종료(안락사),경남-고성-2020-00215,개,믹스견,흑갈색,수컷,아니오,포획틀 이용하여 포획,2020-05-08
보호중,경남-양산-2020-00115,개,믹스견,흰색,수컷,미상,흰색,2020-05-08
종료(기증),경남-양산-2020-00114,개,믹스견,갈색/검정,암컷,미상,갈색/검정 시바이누/믹스,2020-05-08
종료(기증),경남-양산-2020-00113,개,믹스견,갈색,수컷,미상,갈색,2020-05-08
종료(입양),경남-양산-2020-00112,개,믹스견,갈색/흰색,수컷,미상,갈색/흰색,2020-05-08
종료(입양),경남-양산-2020-00111,개,믹스견,갈색,암컷,미상,갈색,2020-05-08
보호중,경남-거제-2020-00455,개,믹스견,"갈색,흰색",암컷,미상,연두색 목줄 착용,2020-05-08
종료(반환),경남-진주-2020-00147,개,푸들,갈색,수컷,예,"순함, RFID번호있음, 주인과통화안됨",2020-05-08
종료(입양),경북-칠곡-2020-00133,개,믹스견,블랙탄,암컷,아니오,목줄없이 돌아다니며사람잘따름,2020-05-08
종료(반환),경북-경산-2020-00360,개,푸들,검정,암컷,아니오,"블랙 푸들, 동물병원 앞 인도에서 배회",2020-05-08
종료(반환),경북-경산-2020-00359,개,믹스견,"흰색, 크림색",수컷,아니오,"생후 11개월 추정, 공장 뒤 풀숲에서 구조, 녹색 목태를 하고 있음",2020-05-08
종료(반환),경북-경산-2020-00358,개,동경이,흰색,암컷,아니오,"동경이, 공장 뒤 풀숲에서 구조, 녹색 목태를 착용",2020-05-08
종료(입양),경북-구미-2020-00065,개,말티즈,흰색,암컷,아니오,사진에 보이는 목줄이 달려 있음,2020-05-08
종료(입양),경북-포항-2020-00422,개,믹스견,아이보리 황,수컷,아니오,"5~6개월, 목에 리본착용, 목줄착용, 사람 좋아하며 온순함, 주인이 호텔링 해놓고 연락두절",2020-05-08
종료(반환),경북-포항-2020-00421,개,믹스견,갈색 아이보리,수컷,아니오,"목테착용, 사람을 좋아하나 약간 경계함",2020-05-08
종료(안락사),전남-무안-2020-00185,개,믹스견,검정,암컷,아니오,온순함,2020-05-08
종료(자연사),전남-무안-2020-00184,개,믹스견,검정,암컷,아니오,온순함,2020-05-08
종료(자연사),전남-무안-2020-00183,개,믹스견,검정,암컷,아니오,온순함,2020-05-08
종료(안락사),전남-고흥-2020-00200,개,믹스견,갈색,암컷,아니오,눈이 큼,2020-05-08
종료(안락사),전남-광양-2020-00190,개,믹스견,갈흰,수컷,아니오,믹스 갈흰 수컷 2살 추정,2020-05-08
종료(입양),전남-광양-2020-00189,개,믹스견,흰검,암컷,아니오,믹스 흰검 암컷 3살추정,2020-05-08
종료(입양),전남-광양-2020-00188,개,믹스견,검흰,수컷,아니오,믹스 흰검 수컷 5개월추정,2020-05-08
종료(입양),전남-광양-2020-00187,개,믹스견,흰갈,암컷,아니오,믹스 흰갈 암컷 1살추정,2020-05-08
종료(안락사),전북-고창-2020-00127,개,믹스견,흰색,암컷,아니오,목줄없음,2020-05-08
종료(입양),전북-고창-2020-00126,개,믹스견,검흰색,수컷,아니오,들개새끼,2020-05-08
종료(자연사),전북-고창-2020-00125,개,믹스견,검정,수컷,아니오,들개새끼,2020-05-08
종료(자연사),전북-고창-2020-00124,개,믹스견,흰색,암컷,아니오,들개새끼,2020-05-08
종료(입양),전북-고창-2020-00123,개,믹스견,흰색,수컷,아니오,들개새끼,2020-05-08
종료(자연사),전북-고창-2020-00122,개,믹스견,흰색,암컷,아니오,들개새끼,2020-05-08
종료(자연사),전북-고창-2020-00121,개,믹스견,흰색,수컷,아니오,들개새끼,2020-05-08
종료(안락사),전북-고창-2020-00120,개,믹스견,흰갈색,암컷,아니오,마을을 수일 배회/ 목줄없음/,2020-05-08
종료(안락사),전북-고창-2020-00119,개,믹스견,검정,암컷,아니오,들개 새끼,2020-05-08
종료(안락사),전북-고창-2020-00118,개,믹스견,검정,수컷,아니오,들개 새끼,2020-05-08
종료(안락사),전북-고창-2020-00117,개,믹스견,검정,암컷,아니오,들개 새끼,2020-05-08
종료(안락사),전북-고창-2020-00116,개,믹스견,검정,암컷,아니오,들개 번식견,2020-05-08
종료(안락사),전북-고창-2020-00115,개,믹스견,검정,암컷,아니오,들개 번식견,2020-05-08
종료(안락사),전북-고창-2020-00114,개,믹스견,검정,암컷,아니오,들개 번식견,2020-05-08
종료(안락사),전북-고창-2020-00113,개,믹스견,검정,수컷,아니오,들개/ 민가주변 무리생활,2020-05-08
종료(자연사),전북-순창-2020-00073,개,믹스견,하얀색,수컷,미상,양호한 건강상태임,2020-05-08
종료(입양),전북-완주-2020-00170,개,말티즈,흰색,수컷,예,얼굴털등 미용하여 전반적으로 털이 짧음,2020-05-08
종료(입양),전북-남원-2020-00238,개,믹스견,흰색,암컷,아니오,목줄있음,2020-05-08
종료(입양),전북-군산-2020-00655,개,푸들,옅은갈색,암컷,아니오,관리 상태 좋음,2020-05-08
종료(입양),전북-군산-2020-00653,개,믹스견,화이트,암컷,아니오,사랑과은혜교회 근처 도로에서 구조함,2020-05-08
종료(반환),전북-전주-2020-00631,개,시츄,흰/갈색,암컷,미상,미용한지 얼마 않되보임,2020-05-08
종료(반환),전북-전주-2020-00630,개,푸들,갈색,수컷,예,콧등탈모,2020-05-08
종료(안락사),충남-당진-2020-00319,개,믹스견,흰색,암컷,미상,"파란색 목줄 착용,순함",2020-05-08
종료(반환),충남-당진-2020-00318,개,라브라도 리트리버,베이지,수컷,미상,"빨간색 목줄 착용,순함",2020-05-08
종료(입양),충남-예산-2020-00173,개,믹스견,검은색,암컷,미상,사람 잘 따름,2020-05-08
종료(안락사),충남-홍성-2020-00249,개,믹스견,흰검색,암컷,미상,"눈,귀 주변 검정 나머지 흰색",2020-05-08
종료(안락사),충남-서천-2020-00088,개,믹스견,흰색,암컷,미상,.,2020-05-08
종료(안락사),충남-부여-2020-00140,개,믹스견,흰색 갈색 검은색,수컷,아니오,교통사고로 인한 후지마비,2020-05-08
종료(안락사),충남-부여-2020-00139,개,믹스견,갈색,암컷,아니오,닭 사냥꾼 3인방,2020-05-08
보호중,충남-부여-2020-00138,개,믹스견,흰색 흑색,수컷,아니오,닭 사냥꾼 3인방,2020-05-08
종료(안락사),충남-부여-2020-00137,개,믹스견,갈색,수컷,아니오,닭 사냥꾼 3인방,2020-05-08
종료(입양),충남-논산-2020-00237,개,믹스견,갈색,수컷,미상,"보호소내 출산, 어미견(2020-00168)",2020-05-08
종료(입양),충남-논산-2020-00236,개,믹스견,흰색,수컷,미상,"건강상태 양호, 인공수유중",2020-05-08
종료(입양),충남-아산-2020-00402,개,닥스훈트,갈&검정색,암컷,아니오,756호(관리) 402호(공고) 착하고 사람을 잘 따름,2020-05-08
종료(입양),충남-아산-2020-00401,개,믹스견,베&갈색,암컷,아니오,754호(관리) 401호(공고) 겁이 많고 경계심이 많음,2020-05-08
종료(안락사),충북-청주-2020-00657,개,믹스견,"갈색,검정색",암컷,아니오,엄청난 쫄보에요! 겁은 많은데 순딩이네요,2020-05-08
종료(입양),강원-정선-2020-00138,개,믹스견,흰색,수컷,아니오,박스 2개에 담아서 버림,2020-05-08
종료(입양),강원-정선-2020-00137,개,믹스견,흰색,암컷,아니오,박스2개에 담아서 버림,2020-05-08
종료(입양),강원-정선-2020-00136,개,믹스견,흰색,암컷,아니오,박스2개에 버림,2020-05-08
종료(안락사),강원-영월-2020-00030,개,믹스견,흰색,수컷,아니오,두마리 한번에 포획,2020-05-08
종료(안락사),강원-영월-2020-00029,개,믹스견,검은색,수컷,미상,2마리한번에 포획,2020-05-08
종료(반환),강원-태백-2020-00060,개,믹스견,흰색,암컷,미상,얌전한 성격이며 귀만 연한 갈색을 띰,2020-05-08
종료(안락사),강원-동해-2020-00099,개,믹스견,흰검정갈색,수컷,아니오,상태양호,2020-05-08
종료(반환),강원-강릉-2020-00228,개,푸들,흰색,암컷,아니오,"칩등록됨(없는번호),심장사상충감염,털심하게엉킴",2020-05-08
종료(자연사),강원-춘천-2020-00213,개,믹스견,흰색,수컷,미상,"흰색, 갈색목줄 착용, 온순.",2020-05-08
종료(기증),경기-광주-2020-00312,개,치와와,검갈색,수컷,아니오,"5-39, 칩없음, 5개월령, 작고 귀여움, 진드기 물린 자국이 몇군데 있음",2020-05-08
종료(입양),강원-정선-2020-00138,개,믹스견,흰색,수컷,아니오,박스 2개에 담아서 버림,2020-05-08
종료(입양),강원-정선-2020-00137,개,믹스견,흰색,암컷,아니오,박스2개에 담아서 버림,2020-05-08
종료(입양),강원-정선-2020-00136,개,믹스견,흰색,암컷,아니오,박스2개에 버림,2020-05-08
종료(안락사),강원-영월-2020-00030,개,믹스견,흰색,수컷,아니오,두마리 한번에 포획,2020-05-08
종료(안락사),강원-영월-2020-00029,개,믹스견,검은색,수컷,미상,2마리한번에 포획,2020-05-08
종료(반환),강원-태백-2020-00060,개,믹스견,흰색,암컷,미상,얌전한 성격이며 귀만 연한 갈색을 띰,2020-05-08
종료(안락사),강원-동해-2020-00099,개,믹스견,흰검정갈색,수컷,아니오,상태양호,2020-05-08
종료(반환),강원-강릉-2020-00228,개,푸들,흰색,암컷,아니오,"칩등록됨(없는번호),심장사상충감염,털심하게엉킴",2020-05-08
종료(자연사),강원-춘천-2020-00213,개,믹스견,흰색,수컷,미상,"흰색, 갈색목줄 착용, 온순.",2020-05-08
종료(기증),경기-광주-2020-00312,개,치와와,검갈색,수컷,아니오,"5-39, 칩없음, 5개월령, 작고 귀여움, 진드기 물린 자국이 몇군데 있음",2020-05-08
종료(입양),경기-광주-2020-00311,개,코카 스파니엘,갈색,암컷,아니오,"5-38, 칩없음, 코카 믹스, 귀엽고 착한 아이, 겁이 조금 있음",2020-05-08
종료(입양),경기-광주-2020-00310,개,푸들,검정색,수컷,아니오,"5-37, 칩없음, 털엉킴이 심해 신고자분이 미용 시킴, 순하고 예쁜 아이",2020-05-08
종료(반환),경기-광주-2020-00309,개,푸들,흰색,수컷,예,"5-36, 외장칩착용했으나 번호가 결번인 상태, 순하고 착한 아이, 말티푸, 미용되어있음",2020-05-08
종료(안락사),경기-화성-2020-00926,개,말티즈,백색,암컷,아니오,"미용, 흰바탕 푸른줄무늬 옷",2020-05-08
종료(안락사),경기-화성-2020-00925,개,시츄,황백색,수컷,아니오,"검은패딩, 백내장",2020-05-08
종료(입양),경기-화성-2020-00924,개,코카 스파니엘,백황색,수컷,아니오,순함,2020-05-08
종료(안락사),경기-화성-2020-00923,개,믹스견,흑색,수컷,아니오,2개월령,2020-05-08
종료(입양),경기-화성-2020-00922,개,믹스견,흑황색,암컷,아니오,2개월령,2020-05-08
종료(안락사),경기-화성-2020-00921,개,믹스견,백색,수컷,아니오,2개월령,2020-05-08
종료(입양),경기-화성-2020-00920,개,믹스견,황갈색,암컷,아니오,2개월령,2020-05-08
종료(안락사),경기-화성-2020-00919,개,믹스견,백색,암컷,아니오,3개월령,2020-05-08
종료(안락사),경기-화성-2020-00918,개,진도견,황색,수컷,아니오,체인목줄,2020-05-08
종료(입양),경기-양평-2020-00178,개,믹스견,연갈색,암컷,미상,순하고 사람을 잘따름.보더콜리믹스같음.,2020-05-08
종료(안락사),경기-양평-2020-00177,개,믹스견,검정,수컷,미상,경계가 있어 겁을 많이 냄.,2020-05-08
종료(입양),경기-양평-2020-00176,개,믹스견,흰색,암컷,미상,"순한편이고 겁이많음,174번 모견과 함께 들어옴.",2020-05-08
종료(안락사),경기-양평-2020-00175,개,믹스견,흰색,암컷,미상,순하며 174번 모견과 함께 들어옴.,2020-05-08
종료(안락사),경기-양평-2020-00174,개,믹스견,흰색,암컷,미상,순한편.자견2마리와 함께 들어옴.,2020-05-08
종료(자연사),경기-가평-2020-00075,개,믹스견,흰색,암컷,아니오,"용문천 마을 배회, 목걸이/목줄 X",2020-05-08
종료(입양),경기-가평-2020-00074,개,믹스견,흰색,암컷,아니오,"용문천 마을 배회, 목걸이/목줄 X",2020-05-08
종료(안락사),경기-가평-2020-00073,개,믹스견,흰색,수컷,아니오,"용문천 마을 배회, 목걸이/목줄 X",2020-05-08
종료(입양),경기-가평-2020-00072,개,믹스견,연갈,암컷,아니오,"연하리 마을 및 주변 배회, 목걸이/목줄 X, 경계심이 강함",2020-05-08
종료(안락사),경기-가평-2020-00071,개,믹스견,흰색,암컷,아니오,"마을 배회, 붉은색(파란라인) 목줄 착용 / 목줄 X",2020-05-08
종료(안락사),경기-가평-2020-00070,개,믹스견,흰색,수컷,아니오,"조종소방서에서 인수받음, 마을 배회중 구조, 붉은색 목걸이 착용/ 사슬형 목줄 착용",2020-05-08
종료(입양),경기-파주-2020-00255,개,웰시 코기 펨브로크,갈색 흰색,미상,미상,초반경계심 있음,2020-05-08
종료(입양),경기-파주-2020-00254,개,믹스견,흰색,암컷,아니오,완전 새끼임. 20일정도 된듯.,2020-05-08
종료(입양),경기-파주-2020-00253,개,믹스견,흰색,암컷,아니오,교통사고 앞다리 골절,2020-05-08
종료(안락사),경기-파주-2020-00252,개,믹스견,흰색,수컷,아니오,"홍역,후구마비,승저증,폐렴,신경증상",2020-05-08
종료(반환),경기-파주-2020-00251,개,불 테리어,흰색+검정,수컷,아니오,진드기 감염,2020-05-08
종료(반환),경기-용인-2020-00259,개,브리타니 스파니엘,검흰갈,암컷,미상,사람 잘 따르는 순한아이,2020-05-08
종료(반환),경기-용인-2020-00258,개,슈나우져,회색,암컷,미상,핑크색 목줄 착용. 사람 잘 따르며 순한아이,2020-05-08
종료(입양),경기-하남-2020-00218,개,제주개,흰색,수컷,아니오,순하고 귀여움,2020-05-08
종료(입양),경기-하남-2020-00215,개,믹스견,갈색,암컷,미상,2달,2020-05-08
종료(자연사),경기-하남-2020-00214,개,믹스견,흰색,암컷,아니오,2달,2020-05-08
종료(안락사),경기-하남-2020-00213,개,믹스견,흰색,암컷,아니오,유기견,2020-05-08
종료(안락사),경기-시흥-2020-00267,개,믹스견,흑갈,수컷,아니오,4개월 추정.,2020-05-08
종료(안락사),경기-시흥-2020-00266,개,믹스견,백,암컷,아니오,4개월 추정.,2020-05-08
종료(입양),경기-남양주-2020-00705,개,믹스견,살구색.흰색,암컷,아니오,들개새끼나 온순함.1차접종완료.프론트라인,2020-05-08
종료(입양),경기-남양주-2020-00704,개,믹스견,황색.흰색,암컷,아니오,들개새끼나 온순함.1차접종완료.프론트라인,2020-05-08
종료(자연사),경기-남양주-2020-00703,개,믹스견,황색.흰색,암컷,아니오,들개새끼나 온순함.1차접종완료.프론트라인,2020-05-08
종료(입양),경기-평택-2020-00885,개,케인 코르소,검정,암컷,아니오,빨간목줄착용,2020-05-08
종료(입양),경기-평택-2020-00884,개,믹스견,흰색,암컷,아니오,20일 추정,2020-05-08
종료(입양),경기-평택-2020-00883,개,믹스견,흰색,암컷,아니오,20일 추정,2020-05-08
종료(입양),경기-평택-2020-00882,개,믹스견,흰색,수컷,아니오,20일 추정,2020-05-08
종료(입양),경기-평택-2020-00881,개,믹스견,흰색,수컷,아니오,20일 추정,2020-05-08
종료(입양),경기-평택-2020-00880,개,믹스견,흰색,암컷,아니오,20일 추정,2020-05-08
종료(입양),경기-평택-2020-00879,개,스피츠,흰색,수컷,아니오,진드기있음,2020-05-08
종료(자연사),경기-평택-2020-00878,개,믹스견,흰색,수컷,아니오,6개월추정,2020-05-08
